timestamp_utc,event_id,event,direction,command,result,argument,details
2026-07-23T22:21:20.119Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:21:20.257Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:21:20.428Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:21:20.428Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:21:20.577Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:21:20.673Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:21:20.714Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:22:20.741Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:22:20.871Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:22:21.041Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:22:21.041Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:22:21.190Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:22:21.302Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:22:21.343Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:23:20.370Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:23:20.508Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:23:20.662Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:23:20.662Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:23:20.812Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:23:20.908Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:23:20.948Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:24:19.976Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:24:20.097Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:24:20.267Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:24:20.268Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:24:20.417Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:24:20.529Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:24:20.569Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:25:20.597Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:25:20.726Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:25:20.896Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:25:20.897Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:25:21.046Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:25:21.158Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:25:21.198Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:26:20.226Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:26:20.347Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:26:20.517Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:26:20.518Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:26:20.667Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:26:20.763Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:26:20.803Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:27:20.831Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:27:20.960Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:27:21.130Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:27:21.131Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:27:21.280Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:27:21.376Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:27:21.417Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:28:20.445Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:28:20.581Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:28:20.752Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:28:20.752Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:28:20.901Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:28:21.013Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:28:21.054Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:29:20.082Z,auto_outside_comm_for_run_normal_2,command_sent,outbound,outside_communication,pending,0,source=schedule
2026-07-23T22:29:20.219Z,,link_ack,inbound,BASIC_OUTSIDE_COMM_CONNECTION_STATUS_MESSAGE,ack,,
2026-07-23T22:29:20.314Z,,application_ack,inbound,basic_dr,ack,14,opcode1=3
2026-07-23T22:29:20.355Z,auto_outside_comm_for_run_normal_2,command_completed,outbound,outside_communication,ok,0,source=schedule
2026-07-23T22:29:20.356Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:29:20.506Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:29:20.677Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:29:20.677Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:29:20.826Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:29:20.938Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:29:20.979Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:29:35.986Z,run_normal_2,command_sent,outbound,run_normal,pending,0,source=schedule
2026-07-23T22:29:36.056Z,,link_ack,inbound,BASIC_END_SHED_REQUEST,ack,,
2026-07-23T22:29:36.168Z,,application_ack,inbound,basic_dr,ack,2,opcode1=3
2026-07-23T22:29:36.208Z,run_normal_2,command_completed,outbound,run_normal,ok,0,source=schedule
2026-07-23T22:30:20.228Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:30:20.336Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:30:20.506Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:30:20.506Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:30:20.656Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:30:20.768Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:30:20.808Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:31:20.834Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:31:20.965Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:31:21.135Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:31:21.136Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:31:21.285Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:31:21.381Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:31:21.421Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:32:20.447Z,auto_outside_comm_for_shed_1,command_sent,outbound,outside_communication,pending,0,source=schedule
2026-07-23T22:32:20.586Z,,link_ack,inbound,BASIC_OUTSIDE_COMM_CONNECTION_STATUS_MESSAGE,ack,,
2026-07-23T22:32:20.682Z,,application_ack,inbound,basic_dr,ack,14,opcode1=3
2026-07-23T22:32:20.723Z,auto_outside_comm_for_shed_1,command_completed,outbound,outside_communication,ok,0,source=schedule
2026-07-23T22:32:20.724Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:32:20.874Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:32:21.045Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:32:21.045Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:32:21.194Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:32:21.306Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:32:21.347Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:32:35.353Z,shed_1,command_sent,outbound,shed,pending,13,source=schedule
2026-07-23T22:32:35.416Z,,link_ack,inbound,BASIC_SHED_REQUEST,ack,,
2026-07-23T22:32:35.527Z,,application_ack,inbound,basic_dr,ack,1,opcode1=3
2026-07-23T22:32:35.568Z,shed_1,command_completed,outbound,shed,ok,13,source=schedule
2026-07-23T22:33:20.587Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:33:20.703Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:33:20.874Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:33:20.874Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:33:21.023Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:33:21.119Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:33:21.160Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:34:20.183Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:34:20.325Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:34:20.495Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:34:20.496Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:34:20.645Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:34:20.757Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:34:20.797Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:35:20.821Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:35:20.954Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:35:21.125Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:35:21.125Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:35:21.274Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:35:21.370Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:35:21.411Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:36:20.434Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:36:20.576Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:36:20.730Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:36:20.730Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:36:20.879Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:36:20.975Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:36:21.016Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:37:20.039Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:37:20.181Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:37:20.335Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:37:20.336Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:37:20.485Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:37:20.581Z,,operational_state,inbound,query_operational_state,received,4,Idle Curtailed
2026-07-23T22:37:20.621Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:38:20.645Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:38:20.778Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:38:20.949Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:38:20.949Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:38:21.098Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:38:21.194Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:38:21.235Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:39:20.258Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:39:20.400Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:39:20.554Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:39:20.554Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:39:20.703Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:39:20.815Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:39:20.856Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:40:20.881Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:40:21.029Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:40:21.183Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:40:21.184Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:40:21.333Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:40:21.445Z,,operational_state,inbound,query_operational_state,received,0,Idle Normal
2026-07-23T22:40:21.485Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:41:20.509Z,,query_sent,outbound,get_commodity,pending,,source=periodic
2026-07-23T22:41:20.634Z,,link_ack,inbound,GET_COMMODITY_REQUEST,ack,,
2026-07-23T22:41:20.805Z,,query_completed,outbound,get_commodity,ok,,source=periodic
2026-07-23T22:41:20.805Z,,query_sent,outbound,query_operational_state,pending,,source=periodic
2026-07-23T22:41:20.954Z,,link_ack,inbound,BASIC_QUERY_OPERATIONAL_STATE_REQUEST,ack,,
2026-07-23T22:41:21.066Z,,operational_state,inbound,query_operational_state,received,1,Running Normal
2026-07-23T22:41:21.107Z,,query_completed,outbound,query_operational_state,ok,,source=periodic
2026-07-23T22:42:20.130Z,auto_outside_comm_for_run_normal_3,command_sent,outbound,outside_communication,pending,0,source=schedule
2026-07-23T22:42:20.272Z,,link_ack,inbound,BASIC_OUTSIDE_COMM_CONNECTION_STATUS_MESSAGE,ack,,
2026-07-23T22:42:20.368Z,,application_ack,inbound,basic_dr,ack,14,opcode1=3
